paper_id,journal,journal_family,year,figure_number,image_path,route,image_width_px,image_height_px,figure_aspect,typeset_width_mm,width_evidence,width_assumption,n_panels_detected,n_text_lines,text_size_clusters_pt,smallest_cluster_pt,dominant_cluster_pt,largest_cluster_pt,text_evidence,stroke_pt_inferred,line_widths_pt_observed,coloured_fraction,n_hue_clusters,mean_saturation,dark_fraction,license_url
PMC10752370,Cell Systems,Cell,2023,3,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig3.jpg,web_jpeg,749,927,0.808,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",8,106,"[{""pt"": 2.25, ""n_lines"": 15}, {""pt"": 3.59, ""n_lines"": 72}]",2.25,3.59,3.59,ESTIMATED,2.25,,0.2243,6,0.746,0.1242,http://creativecommons.org/licenses/by/4.0/
PMC10752370,Cell Systems,Cell,2023,4,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig4.jpg,web_jpeg,727,724,1.004,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",4,91,"[{""pt"": 3.7, ""n_lines"": 12}, {""pt"": 5.09, ""n_lines"": 69}]",3.7,5.09,5.09,ESTIMATED,0.99,,0.051,5,0.633,0.0584,http://creativecommons.org/licenses/by/4.0/
PMC10752370,Cell Systems,Cell,2023,5,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig5.gif,web_jpeg,109,80,1.363,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,2,[],,,,ESTIMATED,,,0.1632,6,0.635,0.0266,http://creativecommons.org/licenses/by/4.0/
PMC10754148,Cell,Cell,2023,1,PRIVATE_REFERENCE_ONLY/corpus/PMC10754148/figures/Fig1.gif,web_jpeg,100,125,0.8,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0342,3,0.723,0.3901,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10754148,Cell,Cell,2023,2,PRIVATE_REFERENCE_ONLY/corpus/PMC10754148/figures/Fig2.gif,web_jpeg,100,105,0.952,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0318,3,0.709,0.2203,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10754148,Cell,Cell,2023,3,PRIVATE_REFERENCE_ONLY/corpus/PMC10754148/figures/Fig3.jpg,web_jpeg,748,474,1.578,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,80,"[{""pt"": 4.6, ""n_lines"": 79}]",4.6,4.6,4.6,ESTIMATED,3.3,,0.0087,6,0.498,0.0222,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10754148,Cell,Cell,2023,4,PRIVATE_REFERENCE_ONLY/corpus/PMC10754148/figures/Fig4.gif,web_jpeg,100,81,1.235,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0157,2,0.357,0.0,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10754148,Cell,Cell,2023,5,PRIVATE_REFERENCE_ONLY/corpus/PMC10754148/figures/Fig5.gif,web_jpeg,100,133,0.752,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0337,3,0.554,0.1886,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10754148,Cell,Cell,2023,6,PRIVATE_REFERENCE_ONLY/corpus/PMC10754148/figures/Fig6.gif,web_jpeg,133,79,1.684,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",2,4,"[{""pt"": 15.54, ""n_lines"": 4}]",15.54,15.54,15.54,ESTIMATED,,,0.0097,2,0.411,0.016,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10754148,Cell,Cell,2023,7,PRIVATE_REFERENCE_ONLY/corpus/PMC10754148/figures/Fig7.gif,web_jpeg,102,79,1.291,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0551,3,0.811,0.2074,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10783624,Cell,Cell,2024,1,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig1.jpg,web_jpeg,756,330,2.291,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,49,"[{""pt"": 5.01, ""n_lines"": 40}]",5.01,5.01,5.01,ESTIMATED,5.22,,0.19,4,0.509,0.2098,http://creativecommons.org/licenses/by-nc/4.0/
PMC10783624,Cell,Cell,2024,2,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig2.gif,web_jpeg,147,80,1.837,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0143,3,0.397,0.006,http://creativecommons.org/licenses/by-nc/4.0/
PMC10783624,Cell,Cell,2024,3,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig3.gif,web_jpeg,100,118,0.847,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0241,1,0.39,0.0019,http://creativecommons.org/licenses/by-nc/4.0/
PMC10783624,Cell,Cell,2024,4,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig4.gif,web_jpeg,100,118,0.847,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0552,3,0.42,0.0053,http://creativecommons.org/licenses/by-nc/4.0/
PMC10783624,Cell,Cell,2024,5,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig5.gif,web_jpeg,100,112,0.893,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0811,3,0.534,0.3103,http://creativecommons.org/licenses/by-nc/4.0/
PMC10783624,Cell,Cell,2024,6,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig6.jpg,web_jpeg,756,601,1.258,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,177,"[{""pt"": 3.19, ""n_lines"": 42}, {""pt"": 5.47, ""n_lines"": 116}]",3.19,5.47,5.47,ESTIMATED,1.3,,0.052,2,0.472,0.0542,http://creativecommons.org/licenses/by-nc/4.0/
PMC10783624,Cell,Cell,2024,7,PRIVATE_REFERENCE_ONLY/corpus/PMC10783624/figures/Fig7.jpg,web_jpeg,726,802,0.905,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",3,59,"[{""pt"": 4.17, ""n_lines"": 51}]",4.17,4.17,4.17,ESTIMATED,0.33,,0.1855,4,0.726,0.3056,http://creativecommons.org/licenses/by-nc/4.0/
PMC10804999,Molecular Cell,Cell,2024,1,PRIVATE_REFERENCE_ONLY/corpus/PMC10804999/figures/Fig1.jpg,web_jpeg,748,631,1.185,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",7,144,"[{""pt"": 1.8, ""n_lines"": 16}, {""pt"": 2.7, ""n_lines"": 113}]",1.8,2.7,2.7,ESTIMATED,2.25,,0.0541,5,0.629,0.0573,http://creativecommons.org/licenses/by-nc/4.0/
PMC10804999,Molecular Cell,Cell,2024,2,PRIVATE_REFERENCE_ONLY/corpus/PMC10804999/figures/Fig2.jpg,web_jpeg,748,617,1.212,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",6,157,"[{""pt"": 2.25, ""n_lines"": 42}, {""pt"": 3.15, ""n_lines"": 108}]",2.25,3.15,3.15,ESTIMATED,,,0.0,0,0.0,0.0472,http://creativecommons.org/licenses/by-nc/4.0/
PMC10804999,Molecular Cell,Cell,2024,3,PRIVATE_REFERENCE_ONLY/corpus/PMC10804999/figures/Fig3.gif,web_jpeg,200,77,2.597,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",3,1,[],,,,ESTIMATED,,,0.0,0,0.0,0.0117,http://creativecommons.org/licenses/by-nc/4.0/
PMC10804999,Molecular Cell,Cell,2024,4,PRIVATE_REFERENCE_ONLY/corpus/PMC10804999/figures/Fig4.jpg,web_jpeg,740,589,1.256,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",4,149,"[{""pt"": 6.52, ""n_lines"": 100}, {""pt"": 11.17, ""n_lines"": 25}]",6.52,6.52,11.17,ESTIMATED,2.67,,0.0233,4,0.495,0.0692,http://creativecommons.org/licenses/by-nc/4.0/
PMC10804999,Molecular Cell,Cell,2024,5,PRIVATE_REFERENCE_ONLY/corpus/PMC10804999/figures/Fig5.jpg,web_jpeg,745,925,0.805,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,195,"[{""pt"": 1.81, ""n_lines"": 35}, {""pt"": 3.16, ""n_lines"": 143}]",1.81,3.16,3.16,ESTIMATED,0.32,,0.1651,1,0.984,0.2736,http://creativecommons.org/licenses/by-nc/4.0/
PMC10804999,Molecular Cell,Cell,2024,6,PRIVATE_REFERENCE_ONLY/corpus/PMC10804999/figures/Fig6.jpg,web_jpeg,747,1342,0.557,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",2,151,"[{""pt"": 3.15, ""n_lines"": 43}, {""pt"": 4.96, ""n_lines"": 69}, {""pt"": 5.41, ""n_lines"": 19}]",3.15,4.96,5.41,ESTIMATED,,,0.0782,4,0.889,0.4091,http://creativecommons.org/licenses/by-nc/4.0/
PMC10805001,Molecular Cell,Cell,2024,1,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig1.jpg,web_jpeg,747,531,1.407,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,139,"[{""pt"": 4.61, ""n_lines"": 21}, {""pt"": 6.46, ""n_lines"": 106}]",4.61,6.46,6.46,ESTIMATED,7.92,,0.0178,3,0.492,0.0388,http://creativecommons.org/licenses/by-nc/4.0/
PMC10805001,Molecular Cell,Cell,2024,2,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig2.gif,web_jpeg,110,80,1.375,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",4,1,[],,,,ESTIMATED,,,0.0,0,0.0,0.0053,http://creativecommons.org/licenses/by-nc/4.0/
PMC10805001,Molecular Cell,Cell,2024,3,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig3.jpg,web_jpeg,745,1038,0.718,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,126,"[{""pt"": 3.16, ""n_lines"": 26}, {""pt"": 4.97, ""n_lines"": 83}]",3.16,4.97,4.97,ESTIMATED,1.29,,0.0039,1,0.29,0.0374,http://creativecommons.org/licenses/by-nc/4.0/
PMC10805001,Molecular Cell,Cell,2024,4,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig4.jpg,web_jpeg,748,1037,0.721,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",4,153,"[{""pt"": 3.15, ""n_lines"": 30}, {""pt"": 4.95, ""n_lines"": 90}]",3.15,4.95,4.95,ESTIMATED,,,0.0,0,0.0,0.0432,http://creativecommons.org/licenses/by-nc/4.0/
PMC10805001,Molecular Cell,Cell,2024,5,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig5.jpg,web_jpeg,743,1037,0.716,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,135,"[{""pt"": 3.62, ""n_lines"": 29}, {""pt"": 4.98, ""n_lines"": 86}]",3.62,4.98,4.98,ESTIMATED,1.3,,0.0,0,0.0,0.0639,http://creativecommons.org/licenses/by-nc/4.0/
PMC10805001,Molecular Cell,Cell,2024,6,PRIVATE_REFERENCE_ONLY/corpus/PMC10805001/figures/Fig6.gif,web_jpeg,108,80,1.35,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0051,0,0.0,0.0162,http://creativecommons.org/licenses/by-nc/4.0/
PMC10864002,Cancer Cell,Cell,2024,1,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig1.jpg,web_jpeg,739,443,1.668,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,95,"[{""pt"": 5.59, ""n_lines"": 84}]",5.59,5.59,5.59,ESTIMATED,,,0.0588,4,0.438,0.0392,http://creativecommons.org/licenses/by/4.0/
PMC10864002,Cancer Cell,Cell,2024,2,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig2.jpg,web_jpeg,744,609,1.222,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",8,88,"[{""pt"": 2.26, ""n_lines"": 9}, {""pt"": 3.62, ""n_lines"": 64}, {""pt"": 4.52, ""n_lines"": 13}]",2.26,3.62,4.52,ESTIMATED,,,0.1004,2,0.535,0.043,http://creativecommons.org/licenses/by/4.0/
PMC10864002,Cancer Cell,Cell,2024,3,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig3.gif,web_jpeg,171,80,2.138,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0987,3,0.471,0.0183,http://creativecommons.org/licenses/by/4.0/
PMC10864002,Cancer Cell,Cell,2024,4,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig4.jpg,web_jpeg,750,172,4.36,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",5,32,"[{""pt"": 2.76, ""n_lines"": 7}, {""pt"": 5.51, ""n_lines"": 23}]",2.76,5.51,5.51,ESTIMATED,,,0.1335,2,0.484,0.0267,http://creativecommons.org/licenses/by/4.0/
PMC10864002,Cancer Cell,Cell,2024,5,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig5.jpg,web_jpeg,750,295,2.542,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",6,69,"[{""pt"": 4.59, ""n_lines"": 68}]",4.59,4.59,4.59,ESTIMATED,,,0.0263,5,0.445,0.0209,http://creativecommons.org/licenses/by/4.0/
PMC10864002,Cancer Cell,Cell,2024,6,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig6.jpg,web_jpeg,736,578,1.273,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",7,73,"[{""pt"": 8.42, ""n_lines"": 14}, {""pt"": 10.3, ""n_lines"": 46}]",8.42,10.3,10.3,ESTIMATED,,,0.1318,5,0.595,0.0927,http://creativecommons.org/licenses/by/4.0/
PMC10864002,Cancer Cell,Cell,2024,7,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig7.gif,web_jpeg,200,59,3.39,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",2,0,[],,,,ESTIMATED,,,0.1709,2,0.446,0.0074,http://creativecommons.org/licenses/by/4.0/
PMC10864003,Cancer Cell,Cell,2024,1,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig1.jpg,web_jpeg,748,513,1.458,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,175,"[{""pt"": 4.6, ""n_lines"": 37}, {""pt"": 6.45, ""n_lines"": 133}]",4.6,6.45,6.45,ESTIMATED,0.66,,0.1291,4,0.812,0.0706,http://creativecommons.org/licenses/by/4.0/
PMC10864003,Cancer Cell,Cell,2024,2,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig2.gif,web_jpeg,166,80,2.075,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0549,5,0.433,0.0103,http://creativecommons.org/licenses/by/4.0/
PMC10864003,Cancer Cell,Cell,2024,3,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig3.gif,web_jpeg,100,95,1.053,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0414,3,0.434,0.0129,http://creativecommons.org/licenses/by/4.0/
PMC10864003,Cancer Cell,Cell,2024,4,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig4.gif,web_jpeg,100,96,1.042,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0258,6,0.435,0.0075,http://creativecommons.org/licenses/by/4.0/
PMC10864003,Cancer Cell,Cell,2024,5,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig5.gif,web_jpeg,114,80,1.425,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,1,[],,,,ESTIMATED,,,0.0612,4,0.411,0.0179,http://creativecommons.org/licenses/by/4.0/
PMC10864003,Cancer Cell,Cell,2024,6,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig6.gif,web_jpeg,134,80,1.675,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0737,5,0.446,0.0056,http://creativecommons.org/licenses/by/4.0/
PMC10864003,Cancer Cell,Cell,2024,7,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,web_jpeg,748,906,0.826,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",10,341,"[{""pt"": 2.25, ""n_lines"": 43}, {""pt"": 3.15, ""n_lines"": 284}]",2.25,3.15,3.15,ESTIMATED,,,0.0376,5,0.491,0.0498,http://creativecommons.org/licenses/by/4.0/
PMC10864003,Cancer Cell,Cell,2024,8,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,web_jpeg,748,916,0.817,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",9,297,"[{""pt"": 2.7, ""n_lines"": 52}, {""pt"": 3.6, ""n_lines"": 223}]",2.7,3.6,3.6,ESTIMATED,,,0.037,6,0.629,0.046,http://creativecommons.org/licenses/by/4.0/
PMC10929690,Cancer Cell,Cell,2024,1,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig1.jpg,web_jpeg,755,856,0.882,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",13,184,"[{""pt"": 2.23, ""n_lines"": 25}, {""pt"": 3.57, ""n_lines"": 148}]",2.23,3.57,3.57,ESTIMATED,,,0.0989,5,0.678,0.0725,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10929690,Cancer Cell,Cell,2024,2,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig2.gif,web_jpeg,100,138,0.725,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.3383,4,0.484,0.1722,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10929690,Cancer Cell,Cell,2024,3,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig3.gif,web_jpeg,100,126,0.794,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.1915,4,0.438,0.0648,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10929690,Cancer Cell,Cell,2024,4,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig4.gif,web_jpeg,100,137,0.73,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0281,2,0.538,0.0029,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10929690,Cancer Cell,Cell,2024,5,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig5.gif,web_jpeg,100,98,1.02,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0266,2,0.621,0.0073,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10929690,Cancer Cell,Cell,2024,6,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig6.gif,web_jpeg,100,123,0.813,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.1598,3,0.452,0.2893,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC10929690,Cancer Cell,Cell,2024,7,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig7.jpg,web_jpeg,748,657,1.139,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",6,140,"[{""pt"": 2.7, ""n_lines"": 96}, {""pt"": 4.5, ""n_lines"": 27}]",2.7,2.7,4.5,ESTIMATED,2.9,,0.1633,4,0.557,0.2169,http://creativecommons.org/licenses/by-nc-nd/4.0/
PMC11060037,Cell,Cell,2024,1,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig1.jpg,web_jpeg,755,929,0.813,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",2,159,"[{""pt"": 1.78, ""n_lines"": 111}, {""pt"": 3.57, ""n_lines"": 38}]",1.78,1.78,3.57,ESTIMATED,,,0.1288,3,0.704,0.2346,http://creativecommons.org/licenses/by-nc/4.0/
PMC11060037,Cell,Cell,2024,2,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig2.jpg,web_jpeg,727,888,0.819,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",4,104,"[{""pt"": 3.7, ""n_lines"": 68}]",3.7,3.7,3.7,ESTIMATED,0.33,,0.03,4,0.841,0.1973,http://creativecommons.org/licenses/by-nc/4.0/
PMC11060037,Cell,Cell,2024,3,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig3.jpg,web_jpeg,763,1060,0.72,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",6,96,"[{""pt"": 2.21, ""n_lines"": 13}, {""pt"": 3.09, ""n_lines"": 65}]",2.21,3.09,3.09,ESTIMATED,2.53,,0.0558,3,0.717,0.3595,http://creativecommons.org/licenses/by-nc/4.0/
PMC11060037,Cell,Cell,2024,4,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig4.jpg,web_jpeg,757,941,0.804,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",11,119,"[{""pt"": 2.67, ""n_lines"": 40}, {""pt"": 3.56, ""n_lines"": 57}]",2.67,3.56,3.56,ESTIMATED,,,0.0917,4,0.686,0.2621,http://creativecommons.org/licenses/by-nc/4.0/
PMC11060037,Cell,Cell,2024,5,PRIVATE_REFERENCE_ONLY/corpus/PMC11060037/figures/Fig5.gif,web_jpeg,100,131,0.763,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0928,3,0.606,0.2805,http://creativecommons.org/licenses/by-nc/4.0/
