feature,name,mean_expr,effect_measure,lfcSE,p_raw,p_adjusted,call,annotation
GENE01091,G1091,1541.58,0.4962,0.4556,0.2761039443904679,0.4614239122735468,NS,lncRNA
GENE01092,G1092,20.38,-2.1724,0.2234,2.376235648906076e-22,8.14709365339226e-21,Down,protein_coding
GENE01093,G1093,3.37,0.6072,0.1717,0.00040561895781455315,0.0024961166634741732,NS,protein_coding
GENE01094,G1094,283.79,-0.2894,0.3275,0.37687755337241635,0.5639065636495008,NS,protein_coding
GENE01095,G1095,52.48,0.4006,0.3582,0.2634091613241144,0.4445724241757205,NS,pseudogene
GENE01096,G1096,1086.89,0.7008,0.4517,0.12078856063607044,0.2602267015498825,NS,protein_coding
GENE01097,G1097,245.43,0.5776,0.3606,0.10920541313994318,0.24573192471445385,NS,protein_coding
GENE01098,G1098,72.73,-0.3994,0.3445,0.24630890650754234,0.42528156519287885,NS,protein_coding
GENE01099,G1099,39.12,0.702,0.4109,0.08755382626513694,0.21159434094496077,NS,protein_coding
GENE01100,G1100,140.75,0.572,0.1887,0.0024353014934876886,0.012500709909800341,NS,protein_coding
GENE01101,G1101,69.87,-0.1251,0.3963,0.7522530399678011,0.858083315552625,NS,protein_coding
GENE01102,G1102,161.43,0.467,0.276,0.09064044716149723,0.21667039162110893,NS,lncRNA
GENE01103,G1103,59.39,0.4267,0.4758,0.3698227764446811,0.5568712413830363,NS,protein_coding
GENE01104,G1104,62.49,3.3276,0.3827,3.4664226739971514e-18,9.243793797325736e-17,Up,protein_coding
GENE01105,G1105,23.8,0.163,0.361,0.6516122588866475,0.7869693133653562,NS,protein_coding
GENE01106,G1106,144.46,-0.0323,0.4746,0.9457400120783654,0.972483302908345,NS,protein_coding
GENE01107,G1107,138.23,-0.7733,0.3138,0.013727790741289261,0.051159468601078,NS,protein_coding
GENE01108,G1108,268.24,-0.622,0.3414,0.06846867562802046,0.17745661069897312,NS,protein_coding
GENE01109,G1109,168.73,0.47,0.1741,0.006942332000203045,0.03007508447741391,NS,protein_coding
GENE01110,G1110,359.9,-0.0728,0.377,0.84687795215101,0.9176719012062288,NS,protein_coding
GENE01111,G1111,224.92,0.4449,0.2904,0.12551631663654825,0.26705599284371967,NS,protein_coding
GENE01112,G1112,59.64,0.4043,0.4275,0.3442858097289514,0.5317155362609288,NS,protein_coding
GENE01113,G1113,284.15,-0.2305,0.371,0.5344063319494148,0.6993321683089396,NS,protein_coding
GENE01114,G1114,88.53,-0.6007,0.1891,0.0014899898563811014,0.008090442659082903,NS,protein_coding
GENE01115,G1115,122.86,-0.2044,0.4799,0.6701646346026964,0.7994011545956617,NS,protein_coding
GENE01116,G1116,107.62,0.0757,0.3502,0.8288613224303635,0.9025713129913214,NS,protein_coding
GENE01117,G1117,1330.9,2.9454,0.3451,1.4025557475492928e-17,3.5809933979981946e-16,Up,protein_coding
GENE01118,G1118,51.55,0.2688,0.326,0.40963286716233016,0.5929546931179689,NS,protein_coding
GENE01119,G1119,58.22,-0.7726,0.4311,0.07310740539785393,0.18626090547223934,NS,protein_coding
GENE01120,G1120,46.94,1.043,0.3027,0.0005696755424697288,0.0033675401525304167,Up,protein_coding
GENE01121,G1121,33.25,0.3277,0.1899,0.08441128464678554,0.20717903990864756,NS,protein_coding
GENE01122,G1122,856.44,-0.5714,0.2881,0.047329562649496545,0.1342682628354512,NS,protein_coding
GENE01123,G1123,255.06,1.2815,0.3481,0.00023194458455427905,0.0015293049531051367,Up,protein_coding
GENE01124,G1124,601.99,-4.3484,0.1816,1.0434231430300538e-126,1.2521077716360646e-123,Down,protein_coding
GENE01125,G1125,23.52,0.4003,0.24,0.09533227063855342,0.22483649496725905,NS,protein_coding
GENE01126,G1126,21.08,0.1275,0.2441,0.6014427323122412,0.7474859271563002,NS,protein_coding
GENE01127,G1127,305.17,-0.971,0.3559,0.006366274988705088,0.028086507303110683,NS,protein_coding
GENE01128,G1128,1306.62,0.852,0.1583,7.358678151254634e-08,8.176309056949593e-07,NS,protein_coding
GENE01129,G1129,79.34,-0.1486,0.4505,0.7415089859967183,0.8537026572114276,NS,protein_coding
GENE01130,G1130,374.06,0.4003,0.2547,0.11603106515407255,0.2553606942377375,NS,protein_coding
GENE01131,G1131,661.88,-0.4452,0.4108,0.2784805181049125,0.46284850654556087,NS,protein_coding
GENE01132,G1132,232.03,0.0186,0.238,0.937707731859574,0.9720522077938181,NS,pseudogene
GENE01133,G1133,193.6,0.1446,0.417,0.7287696841679703,0.843260215302014,NS,protein_coding
GENE01134,G1134,129.68,0.6019,0.2676,0.02449642864457278,0.08071623069134008,NS,lncRNA
GENE01135,G1135,104.65,0.6306,0.4777,0.18680985811843698,0.354141911124999,NS,protein_coding
GENE01136,G1136,34.51,-0.3442,0.4242,0.4171304234193862,0.5994688719799562,NS,protein_coding
GENE01137,G1137,70.85,1.6045,0.2685,2.2897579630052954e-09,3.158286845524545e-08,Up,protein_coding
GENE01138,G1138,84.01,0.2341,0.4942,0.6357175189490684,0.7768442186750326,NS,protein_coding
GENE01139,G1139,14.53,0.2371,0.1762,0.17842188261783098,0.3431190050342903,NS,protein_coding
GENE01140,G1140,202.51,-0.1986,0.299,0.5065533243141158,0.6736364002166375,NS,protein_coding
GENE01141,G1141,401.32,0.4169,0.2898,0.15027002973694148,0.3015452101744645,NS,protein_coding
GENE01142,G1142,552.68,-0.3158,0.2792,0.2580177072197263,0.4379367024945849,NS,protein_coding
GENE01143,G1143,52.53,3.1952,0.189,4.0761427966902546e-64,3.4938366828773607e-62,Up,protein_coding
GENE01144,G1144,6154.56,0.1732,0.4027,0.6671251940340213,0.798155765544193,NS,lncRNA
GENE01145,G1145,22.21,-0.1537,0.491,0.7542543575657618,0.8595491254310675,NS,protein_coding
GENE01146,G1146,197.87,0.5011,0.1704,0.003274422414930607,0.016037987338435627,NS,protein_coding
GENE01147,G1147,304.26,0.2913,0.2083,0.16197384973167794,0.3212704457487827,NS,protein_coding
GENE01148,G1148,13.95,0.3766,0.4406,0.39269314553168866,0.5767830778923211,NS,protein_coding
GENE01149,G1149,469.33,0.2761,0.3237,0.3936868867377167,0.5775357751653545,NS,protein_coding
GENE01150,G1150,198.57,-2.684,0.2667,7.990224569969736e-24,2.9055362072617223e-22,Down,protein_coding
GENE01151,G1151,1098.28,0.289,0.1686,0.086507377680303,0.2105656251853217,NS,protein_coding
GENE01152,G1152,148.23,-0.511,0.4211,0.2249431151830822,0.4041145274912676,NS,protein_coding
GENE01153,G1153,76.62,0.0541,0.1822,0.7665226587648826,0.868580916447459,NS,lncRNA
GENE01154,G1154,401.61,0.149,0.2564,0.561157393317592,0.7194325555353743,NS,protein_coding
GENE01155,G1155,197.87,0.0033,0.3945,0.9933257583167898,0.9976167724007221,NS,protein_coding
GENE01156,G1156,490.73,0.3824,0.4869,0.43223263561737635,0.6109295203072458,NS,lncRNA
GENE01157,G1157,166.65,0.0667,0.2388,0.7800044519246341,0.8731393118559336,NS,protein_coding
GENE01158,G1158,77.61,-0.3777,0.3713,0.3090408241458307,0.49528432659170557,NS,lncRNA
GENE01159,G1159,18.67,0.266,0.4621,0.5648632843525558,0.7214000292683375,NS,protein_coding
GENE01160,G1160,72.8,0.2516,0.3617,0.486676802977665,0.656931567573901,NS,protein_coding
GENE01161,G1161,1274.95,-0.2064,0.2225,0.3535941082351236,0.5426132776013576,NS,protein_coding
GENE01162,G1162,196.93,-0.5945,0.3234,0.06602104369645392,0.17335941452022913,NS,protein_coding
GENE01163,G1163,379.41,0.9392,0.4308,0.029247827248750982,0.09139946015234683,NS,protein_coding
GENE01164,G1164,29.83,-0.3145,0.2012,0.11802407303276297,0.2580342788127567,NS,protein_coding
GENE01165,G1165,443.51,-0.1261,0.406,0.7561114688726934,0.8608479721510741,NS,protein_coding
GENE01166,G1166,59.65,0.6713,0.3004,0.0254378991564275,0.08227891910434772,NS,protein_coding
GENE01167,G1167,62.41,0.9324,0.2092,8.312275498848101e-06,7.137960110314122e-05,NS,protein_coding
GENE01168,G1168,668.85,0.3679,0.4729,0.436589208769529,0.6149143785486324,NS,protein_coding
GENE01169,G1169,85.67,0.8358,0.2349,0.00037353312632218525,0.0023345820395136575,NS,protein_coding
GENE01170,G1170,7.25,-1.7448,0.3448,4.1854283199322574e-07,4.256367782981957e-06,Down,protein_coding
GENE01171,G1171,633.49,-0.6667,0.4944,0.17749657998889357,0.3424371318113702,NS,lncRNA
GENE01172,G1172,93.07,-0.6873,0.307,0.02517139201660742,0.08208062614111115,NS,protein_coding
GENE01173,G1173,152.21,0.7948,0.4172,0.056769478366448765,0.15447477106516672,NS,protein_coding
GENE01174,G1174,346.61,-0.4346,0.4138,0.2935959111740115,0.48130477241641234,NS,protein_coding
GENE01175,G1175,581.65,-0.4387,0.2632,0.0955555103610851,0.22483649496725905,NS,protein_coding
GENE01176,G1176,488.08,0.7198,0.272,0.008137194981679485,0.03414207684620763,NS,protein_coding
GENE01177,G1177,51.99,-0.7661,0.4148,0.06475957992522595,0.17075936934314773,NS,protein_coding
GENE01178,G1178,144.17,-0.0635,0.1698,0.7084271004199342,0.8285697080934903,NS,protein_coding
GENE01179,G1179,43.64,-0.47,0.3372,0.16336847719216518,0.32191308249297496,NS,protein_coding
GENE01180,G1180,62.94,-0.2549,0.4354,0.5582527887331588,0.7180100176632267,NS,protein_coding
GENE01181,G1181,29.11,0.2349,0.3262,0.4714570482559268,0.642963854639698,NS,lncRNA
GENE01182,G1182,727.1,0.1606,0.4643,0.7294200862362421,0.843260215302014,NS,protein_coding
GENE01183,G1183,20.0,0.3887,0.2835,0.1703513162240906,0.3318532134235531,NS,protein_coding
GENE01184,G1184,34.34,0.107,0.3706,0.7727948964613324,0.8721147525027516,NS,lncRNA
GENE01185,G1185,141.14,3.7451,0.3907,9.190793774245159e-22,3.063597924748386e-20,Up,protein_coding
GENE01186,G1186,121.22,-0.4006,0.2501,0.10920884716287123,0.24573192471445385,NS,protein_coding
GENE01187,G1187,490.41,-0.7714,0.495,0.11914228545167595,0.2590049683732086,NS,protein_coding
GENE01188,G1188,167.65,-1.2011,0.4941,0.015062017797209675,0.055273459806274045,NS,protein_coding
GENE01189,G1189,2831.59,0.6971,0.2139,0.0011180585213728706,0.006328633139846437,NS,protein_coding
GENE01190,G1190,39.58,-0.9185,0.357,0.01008709941454926,0.03968694851625938,NS,protein_coding
GENE01191,G1191,117.21,-0.8622,0.3274,0.008451584076693263,0.03485189309976603,NS,protein_coding
GENE01192,G1192,1859.37,0.4791,0.4194,0.25331014089160486,0.43239284362720604,NS,protein_coding
GENE01193,G1193,1170.8,-0.6157,0.2214,0.005420184121098563,0.024360378072353094,NS,protein_coding
GENE01194,G1194,95.71,-0.6034,0.286,0.03487643012050335,0.10515506568995985,NS,lncRNA
GENE01195,G1195,604.59,0.1113,0.452,0.8054972750930234,0.8892334223658032,NS,lncRNA
GENE01196,G1196,16.57,0.3438,0.2073,0.09722344638988305,0.22624306312514267,NS,protein_coding
GENE01197,G1197,1069.0,-0.2761,0.4902,0.5732718129816081,0.7271946887715959,NS,protein_coding
GENE01198,G1198,1263.27,0.1406,0.4843,0.7715745607593933,0.8721147525027516,NS,protein_coding
GENE01199,G1199,386.55,-0.4498,0.4814,0.3501191921424839,0.5400296022763248,NS,protein_coding
GENE01200,G1200,249.61,-0.2356,0.3874,0.5430833880234098,0.7060978726921135,NS,protein_coding
